"name","parent_id","level_code","property_cost_method"
"ابزار اتصال","21742","2","قیمت استاندارد"
"ست ها","21743","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های بیوشیمی بالینی عمومی خون","21771","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های بیوشیمی اختصاصی خون","21771","2","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های اختصاصی مدفوع","21771","3","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های اختصاصی مایع آمنیوتیک","21771","4","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های پایش سطح دارو ها در خون و مایعات بدن","21771","5","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های عمومی ادرار","21771","6","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های اختصاصی ادرار","21771","7","قیمت استاندارد"
"کیت ها ، معرف ها ، محیط های کشت و مواد آزمایش های خون شناسی عمومی","21772","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های انعقاد","21772","2","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های بانک خون","21772","3","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های پروتئین های فاز حاد سرم","21773","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های بیماری های خود ایمنی","21773","2","قیمت استاندارد"
"کیت ها ، معرف ها ، محیط های کشت و مواد آزمایش های آنتی بادی ها و آنتی ژن ها","21773","3","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های آلرژی و ایمنوگلبولین های موجود در سرم و اجزا کمپلمان","21773","4","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های هورمون های هیپوتالاموس و هیپوفیزی","21774","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های تیروئید و فرآورده های مربوط به هورمون های تیروئیدی","21774","2","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های هورمون های کلیه و فوق کلیه","21774","3","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های هورمون های بیضه و تخمدان","21774","4","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های هورمون های پاراتیروئید و پانکراس","21774","5","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های فرآورده های متابولیکی هورمونی","21774","6","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های ترشحات اگزوکین ( غیر هورمونی ) و تومور مارکر ها","21774","7","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های راپید تست","21774","8","قیمت استاندارد"
"کیت ها ، معرف ها ، محیط های کشت و مواد آزمایش های باکتری شناسی عمومی","21775","1","قیمت استاندارد"
"کیت ها ، معرف ها ، محیط های کشت و مواد آزمایش های باکتری شناسی اختصاصی","21775","2","قیمت استاندارد"
"کیت ها ، معرف ها ، محیط های کشت و مواد آزمایش های قارچ شناسی","21775","3","قیمت استاندارد"
"کیت ها ، معرف ها ، محیط های کشت و مواد آزمایش های انگل شناسی","21775","4","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های سیتولوژی مایعات و سیتولوژی ادرار","21776","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های بافت شناسی","21776","2","قیمت استاندارد"
" کیت ها ، معرف ها و مواد آزمایش های پاپ اسمیر","21776","3","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های آسپیراسیون مغز استخوان و آسپیراسیون سوزنی تیروئید، پستان و غیره","21776","4","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های سیتوژنتیک","21776","5","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های فروزن","21776","6","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های ژنتیک سلولی","21777","1","قیمت استاندارد"
"کیت ها ، معرف ها و مواد آزمایش های ژنتیک مولکولی","21777","2","قیمت استاندارد"
"مواد اولیه موثره داروهای مسدد کانال کلسیم","21811","1","قیمت استاندارد"
"مواد اولیه موثره داروهای مسدد بتاآدرنرژیک","21811","2","قیمت استاندارد"
"مواد اولیه موثره نیترات ها","21811","3","قیمت استاندارد"
"مواد اولیه موثره داروهای مسدد کانال سدیم و پتاسیم","21811","4","قیمت استاندارد"
"مواد اولیه موثره داروهای موثر بررنین آنژیوتانسین","21811","5","قیمت استاندارد"
"مواد اولیه موثره داروهای مصرفی در اختلالات عروق خونی","21811","6","قیمت استاندارد"
"مواد اولیه موثره سمپاتومیمتیک ها","21811","7","قیمت استاندارد"
"سایر مواد اولیه موثره داروهای سیستم قلبی و عروقی","21811","9","قیمت استاندارد"
"مواد اولیه موثره مدرها","21812","1","قیمت استاندارد"
"مواد اولیه موثره داروهای مصرفی در مشکلات ادراری","21812","2","قیمت استاندارد"
"سایر مواد اولیه موثره داروهای کلیه و مجاری ادراری","21812","9","قیمت استاندارد"
"مواد اولیه موثره داروهای ضد انعقاد خون","21813","1","قیمت استاندارد"
"مواد اولیه موثره داروهای ضد خونریزی","21813","2","قیمت استاندارد"
"مواد اولیه موثره داروهای کاهنده چربی خون","21813","3","قیمت استاندارد"
"مواد اولیه موثره جایگزینهای خون","21813","4","قیمت استاندارد"
"مواد اولیه گیاهی موثر بر سیستم قلبی و عروقی و خون","21818","1","قیمت استاندارد"
"مواد اولیه گیاهی موثر بر سیستم کلیوی","21818","2","قیمت استاندارد"
"مواد اولیه موثره داروهای ضد پارکینسون","21821","1","قیمت استاندارد"
"مواد اولیه موثره داروهای ضد میاستنی گراویس","21821","2","قیمت استاندارد"
"مواد اولیه موثره شل کننده های عضلات","21821","3","قیمت استاندارد"
"مواد اولیه موثره کنترل کننده اختلالات حرکتی","21821","4","قیمت استاندارد"
"مواد اولیه موثره بنزودیازپین ها","21822","1","قیمت استاندارد"
"مواد اولیه موثره ضد افسردگی های سه حلقه ای","21822","2","قیمت استاندارد"
"مواد اولیه موثره داروهای مهارکننده بازجذب انتخابی سروتونین","21822","3","قیمت استاندارد"
"مواد اولیه موثره مهارکننده های MAO","21822","4","قیمت استاندارد"
"مواد اولیه موثره ضد سایکوز ها","21822","5","قیمت استاندارد"
"مواد اولیه موثره داروهای ضد آلزایمر","21822","6","قیمت استاندارد"
"سایر مواد اولیه موثره داروهای اختلالات خلقی ، فکری و رفتاری","21822","9","قیمت استاندارد"
"مواد اولیه موثره بیهوش کننده های عمومی استنشاقی","21825","1","قیمت استاندارد"
"مواد اولیه موثره بیهوش کننده های عمومی تزریقی","21825","2","قیمت استاندارد"
"مواد اولیه موثره بیحس کننده های موضعی","21825","3","قیمت استاندارد"
"مواد اولیه موثره داروهای اوپیوئیدی","21826","1","قیمت استاندارد"
"مواد اولیه موثره ضد درد ، ضد تب و ضد التهابهای غیراستروئیدی","21826","2","قیمت استاندارد"
"مواد اولیه موثره داروهای مصرفی در نقرس","21826","3","قیمت استاندارد"
"سایر مواد اولیه موثره داروهای مسکن و ضد التهاب","21826","9","قیمت استاندارد"
